europe
164	0.10650755340973384
152	0.0983870185484893
177	0.08535060679601048
170	0.08528589431363287
130	0.0837372045326753
174	0.0788992772954007
116	0.0766463844479277
81	0.07170442811828592
183	0.07167762303477543
165	0.0705407149159617
160	0.05919813237130811
europe
164	0.10650755340973384
152	0.0983870185484893
177	0.08535060679601048
170	0.08528589431363287
130	0.0837372045326753
174	0.0788992772954007
116	0.0766463844479277
81	0.07170442811828592
183	0.07167762303477543
165	0.0705407149159617
160	0.05919813237130811
